,DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
39770,10/4/2017 4:20,25.37,48.25,4.919,0.095,0.089,26777.06783,15800.41494,11940.18237
39771,10/4/2017 4:30,25.55,47.95,4.922,0.088,0.063,27192.99781,15916.18257,11829.30091
39772,10/4/2017 4:40,25.08,49.98,4.923,0.106,0.056,27319.0372,15908.71369,12062.73556
39773,10/4/2017 4:50,25.08,50.62,4.923,0.099,0.107,27892.51641,16465.14523,12004.3769
39774,10/4/2017 5:00,25.21,49.72,4.922,0.088,0.1,27665.64551,16502.48963,11712.58359
39775,10/4/2017 5:10,25.38,49.38,4.919,0.099,0.093,27445.07659,16375.51867,11601.70213
39777,10/4/2017 5:30,24.15,53.32,4.919,0.091,0.111,27823.19475,16767.63485,11759.27052
39778,10/4/2017 5:40,23.81,54.58,4.919,0.084,0.074,27079.56236,16297.09544,11514.16413
39779,10/4/2017 5:50,23.69,55.05,4.917,0.102,0.07,26077.54923,16069.29461,10942.24924
39780,10/4/2017 6:00,23.77,54.65,4.921,0.091,0.096,25907.39606,16412.86307,10206.93009
39781,10/4/2017 6:10,24.01,54.12,4.921,0.084,0.07,26033.43545,16263.48548,9337.386018
39782,10/4/2017 6:20,24.26,53.95,4.922,0.102,0.07,25768.75274,15878.83817,9168.145897
39783,10/4/2017 6:30,24.61,52.42,4.921,0.088,0.104,25667.92123,15983.40249,9173.981763
39785,10/4/2017 6:50,24.5,51.98,4.924,0.117,0.078,25365.4267,15845.22822,9086.443769
39786,10/4/2017 7:00,24.57,52.02,4.927,0.19,0.152,26178.38074,16002.07469,8969.726444
39787,10/4/2017 7:10,24.67,51.65,4.926,0.709,0.537,26814.87965,16390.45643,8590.395137
39788,10/4/2017 7:20,24.9,51.75,4.923,1.715,1.367,26638.42451,16748.96266,8823.829787
39789,10/4/2017 7:30,24.73,50.55,4.92,3.276,2.716,27684.55142,17406.22407,8975.56231
39790,10/4/2017 7:40,24.26,50.92,4.924,7.54,6.354,26802.27571,19015.76763,9179.817629
39791,10/4/2017 7:50,24.32,3811.5,4.927,23.8,19.85,28881.9256,17697.51037,9191.489362
39792,10/4/2017 8:00,24.68,50.35,4.918,32.07,26.18,29152.91028,18216.59751,9401.580547
39793,10/4/2017 8:10,25.24,47.75,4.923,39.74,31.03,29266.34573,18739.41909,9518.297872
39794,10/4/2017 8:20,25.33,47.62,4.923,101.9,66.38,30009.97812,18937.3444,9775.075988
39795,10/4/2017 8:30,24.92,52.65,4.921,145.1,95.6,30614.96718,19471.36929,9909.300912
39796,10/4/2017 8:40,24.75,52.68,4.919,248.1,119.0,31270.37199,19587.13693,9880.121581
39799,10/4/2017 9:10,25.86,48.02,4.924,255.1,102.4,32726.12691,20278.0083,10317.81155
39800,10/4/2017 9:20,25.83,47.88,4.922,199.8,151.8,33135.75492,20524.48133,10755.50152
39801,10/4/2017 9:30,26.06,48.32,123.05,338.3,179.6,33394.13567,21021.16183,11018.1155
39802,10/4/2017 9:40,26.83,47.48,4.923,472.3,185.9,34018.03063,21252.6971,11251.55015
39803,10/4/2017 9:50,28.01,42.58,4.924,459.7,185.0,34358.33698,21375.93361,11695.07599
39804,10/4/2017 10:00,28.44,40.48,4.918,420.6,225.8,34717.54923,21577.59336,11922.67477
39805,10/4/2017 10:10,28.46,40.61,4.94,209.6,130.3,34711.24726,21809.12863,12097.75076
39806,10/4/2017 10:20,28.23,43.08,4.931,161.0,121.3,32058.11816,25143.9834,12126.93009
39807,10/4/2017 10:30,28.02,43.41,4.935,280.2,157.9,32316.49891,25222.40664,12319.51368
39809,10/4/2017 10:50,28.31,42.78,4.924,544.5,221.2,32719.82495,25509.95851,12383.70821
39810,10/4/2017 11:00,28.26,42.48,4.936,352.4,182.4,33110.54705,25685.47718,12465.41033
39811,10/4/2017 11:10,28.42,42.75,4.923,656.4,240.0,33350.02188,25950.62241,12803.89058
39812,10/4/2017 11:20,28.86,40.75,4.928,692.6,309.1,33463.45733,26469.70954,12739.69605
39813,10/4/2017 11:30,28.97,39.98,4.924,398.1,268.4,35530.50328,24677.17842,12897.26444
39815,10/4/2017 11:50,29.06,39.51,4.928,243.0,195.5,35423.3698,25651.86722,13171.55015
39816,10/4/2017 12:00,28.95,40.85,4.935,230.4,186.7,37206.82713,23653.94191,13218.23708
39819,10/4/2017 12:30,28.64,42.55,4.927,213.8,169.1,37584.9453,23097.51037,13329.11854
39820,10/4/2017 12:40,28.62,42.81,4.93,233.9,173.4,37376.98031,23157.26141,13194.89362
39821,10/4/2017 12:50,28.61,41.98,4.924,305.4,242.0,37307.65864,23254.35685,13282.43161
39822,10/4/2017 13:00,28.56,47.22,4.924,259.2,200.4,37250.94092,23306.639,13492.5228
39823,10/4/2017 13:10,27.01,53.42,4.922,231.0,187.6,37055.57987,23459.75104,13463.34347
39824,10/4/2017 13:20,26.24,54.25,4.92,222.1,177.4,37175.31729,23530.70539,13440.0
39825,10/4/2017 13:30,25.79,55.39,4.922,216.6,169.6,37124.90153,23624.06639,13270.75988
39826,10/4/2017 13:40,25.81,55.12,4.924,192.3,161.0,37206.82713,23392.53112,13264.92401
39827,10/4/2017 13:50,26.04,54.48,4.922,226.1,193.0,36727.87746,23411.20332,13334.95441
39828,10/4/2017 14:00,26.15,54.68,4.928,155.1,128.8,36822.407,23217.01245,13247.41641
39829,10/4/2017 14:10,26.08,56.55,4.921,141.7,116.4,36803.50109,23246.88797,13358.29787
39831,10/4/2017 14:30,25.72,57.75,4.924,139.1,119.4,36040.9628,23205.80913,13264.92401
39833,10/4/2017 14:50,25.39,60.49,4.929,157.1,132.4,35776.28009,22653.11203,13189.05775
39834,10/4/2017 15:00,25.09,61.72,4.926,165.8,140.3,35725.86433,22574.6888,13200.72948
39836,10/4/2017 15:20,24.96,62.45,4.924,216.6,176.4,35530.50328,22443.9834,13060.66869
39837,10/4/2017 15:30,24.81,61.95,4.923,208.0,163.5,35391.85996,22167.63485,13084.01216
39838,10/4/2017 15:40,24.85,61.72,4.918,169.0,138.3,35228.00875,22089.21162,13072.34043
39839,10/4/2017 15:50,24.86,61.39,4.931,110.6,89.6,34868.7965,22070.53942,13101.51976
39840,10/4/2017 16:00,24.69,62.52,4.928,83.2,69.02,34805.77681,21932.36515,13148.20669
39843,10/4/2017 16:30,24.69,63.09,4.925,155.8,131.2,34717.54923,21532.78008,13200.72948
39844,10/4/2017 16:40,24.87,62.85,4.92,212.0,162.7,34515.88621,21469.29461,13416.65653
39845,10/4/2017 16:50,24.91,62.22,4.919,171.4,137.5,34843.58862,21476.76349,13492.5228
39846,10/4/2017 17:00,25.09,61.95,4.927,183.2,132.7,35026.34573,21204.14938,13626.74772
39847,10/4/2017 17:10,25.13,61.85,4.925,128.6,93.3,35253.21663,21267.63485,13790.15198
39848,10/4/2017 17:20,25.26,61.89,4.921,127.4,97.0,35530.50328,21670.95436,13860.18237
39851,10/4/2017 17:50,25.88,58.95,4.916,71.0,57.4,38246.65208,23048.96266,16159.51368
39852,10/4/2017 18:00,25.75,58.39,4.927,53.21,44.15,40282.18818,24057.26141,17933.61702
39853,10/4/2017 18:10,25.62,58.35,4.924,45.37,37.69,43849.10284,26279.25311,18429.66565
39855,10/4/2017 18:30,25.47,59.52,4.917,22.76,19.26,46993.78556,27806.639,19013.25228
39857,10/4/2017 18:50,25.08,61.35,4.923,5.926,4.879,46987.48359,27739.41909,19159.14894
39859,10/4/2017 19:10,24.89,61.32,4.925,0.698,0.674,47296.28009,27866.39004,19450.94225
39860,10/4/2017 19:20,24.64,61.69,4.927,0.117,0.093,47308.88403,28146.47303,19392.58359
39861,10/4/2017 19:30,24.37,62.85,4.924,0.102,0.089,47031.59737,28012.0332,19369.24012
39863,10/4/2017 19:50,24.23,64.09,4.927,0.066,0.111,46955.97374,27593.77593,19917.81155
39864,10/4/2017 20:00,24.72,63.49,4.916,0.102,0.093,46981.18162,27787.9668,19456.77812
39867,10/4/2017 20:30,24.98,61.29,4.926,0.106,0.081,45853.1291,27253.94191,1167406.6872
39868,10/4/2017 20:40,24.96,61.09,4.924,0.124,0.052,45638.86214,27029.87552,19334.22492
39869,10/4/2017 20:50,25.02,60.42,4.924,0.113,0.07,44996.06127,26671.36929,19503.46505
39870,10/4/2017 21:00,25.03,59.99,4.918,0.128,0.063,44321.75055,26320.33195,19328.38906
39871,10/4/2017 21:10,25.03,59.69,4.921,0.077,0.115,43905.82057,25991.70124,19089.11854
39872,10/4/2017 21:20,24.94,60.19,4.926,0.08,0.089,43143.28228,25551.03734,18820.66869
39873,10/4/2017 21:30,24.84,60.35,4.919,0.077,0.089,42588.70897,25076.76349,18563.89058
39874,10/4/2017 21:40,24.83,60.19,4.918,0.091,0.093,41800.9628,24856.43154,18365.47112
39875,10/4/2017 21:50,24.68,60.72,4.925,0.091,0.093,40628.7965,24449.37759,18178.7234
39877,10/4/2017 22:10,24.42,61.49,4.919,0.084,0.1,38996.58643,23299.17012,17513.43465
39878,10/4/2017 22:20,24.34,61.72,4.921,0.077,0.067,37906.34573,22585.89212,16807.29483
39880,10/4/2017 22:40,24.08,62.39,4.92,0.084,0.122,36318.24945,21738.17427,16124.49848
39882,10/4/2017 23:00,23.73,63.05,4.918,0.102,0.104,34383.54486,20636.51452,15482.55319
39883,10/4/2017 23:10,23.51,63.69,4.919,0.084,0.093,33753.34792,20278.0083,15354.16413
39884,10/4/2017 23:20,23.43,63.69,4.924,0.069,0.133,32902.58206,19848.54772,15324.9848
39885,10/4/2017 23:30,23.46,63.75,4.921,0.077,0.122,32121.13786,19437.75934,15027.35562
39886,10/4/2017 23:40,23.45,63.19,4.922,0.121,0.063,31673.69803,19124.06639,14840.6079
39888,10/5/2017 0:00,23.46,63.35,4.919,0.073,0.119,30835.53611,18604.97925,14618.84498
39889,10/5/2017 0:10,23.49,62.42,4.917,0.08,0.104,30602.36324,18089.62656,14379.57447
39890,10/5/2017 0:20,23.44,62.39,4.919,0.11,0.089,30041.48796,17544.39834,14175.31915
39891,10/5/2017 0:30,23.46,62.05,4.92,0.088,0.13,29556.23632,17421.16183,14029.42249
39892,10/5/2017 0:40,23.44,61.89,4.921,0.099,0.078,29096.19256,17077.59336,13883.52584
39893,10/5/2017 0:50,23.48,61.62,4.922,0.106,0.111,28661.35667,17070.12448,13801.82371
39894,10/5/2017 1:00,23.42,61.82,4.92,0.069,0.1,28106.78337,16599.58506,13702.61398
39896,10/5/2017 1:20,23.24,62.32,4.921,0.11,0.082,27924.02626,16308.29876,13218.23708
39897,10/5/2017 1:30,23.27,62.45,4.923,0.102,0.085,27558.51204,16312.0332,13084.01216
39898,10/5/2017 1:40,23.44,61.55,4.921,0.091,0.111,27337.94311,1495068.0495,12932.27964
39899,10/5/2017 1:50,23.43,61.35,4.925,0.077,0.115,27426.17068,16114.10788,13113.19149
39900,10/5/2017 2:00,23.47,61.55,250.971,0.102,0.074,27022.84464,16218.6722,12949.78723
39901,10/5/2017 2:10,23.47,61.09,4.916,0.091,0.104,26858.99344,16121.57676,12926.44377
39902,10/5/2017 2:20,23.63,60.45,4.923,4.29,0.078,26814.87965,16013.27801,12634.65046
39903,10/5/2017 2:30,23.68,60.19,4.918,0.091,0.096,26770.76586,16017.01245,12138.60182
39904,10/5/2017 2:40,23.85,59.35,4.921,0.106,0.1,26783.3698,15886.30705,12027.72036
39905,10/5/2017 2:50,24.12,58.69,4.924,0.073,0.119,26821.18162,15647.3029,12033.55623
39906,10/5/2017 3:00,24.18,57.85,4.915,0.077,0.152,26777.06783,15692.11618,12010.21277
39909,10/5/2017 3:30,24.17,57.75,4.918,0.113,0.082,26569.10284,15699.58506,11893.49544
39910,10/5/2017 3:40,24.28,56.99,4.918,0.124,0.082,26512.38512,15770.53942,11823.46505
39911,10/5/2017 3:50,24.3,56.55,4.922,0.088,0.104,26619.5186,15609.95851,12027.72036
39912,10/5/2017 4:00,24.24,56.95,4.921,0.088,0.122,26852.69147,15718.25726,12062.73556
39913,10/5/2017 4:10,24.19,57.09,4.918,0.088,0.111,27003.93873,15751.86722,963618.2368
39916,10/5/2017 4:40,24.25,56.62,4.918,0.077,0.111,27224.50766,16069.29461,12185.28875
39917,10/5/2017 4:50,24.27,56.69,4.918,0.113,0.085,28270.63457,16756.43154,12482.91793
39918,10/5/2017 5:00,24.21,57.42,4.92,0.088,0.074,27665.64551,16663.07054,12401.21581
39919,10/5/2017 5:10,24.12,58.05,4.915,0.073,0.13,27627.8337,16547.3029,12121.09422
39921,10/5/2017 5:30,24.12,59.35,4.922,0.106,0.093,27602.62582,16666.80498,11753.43465
39924,10/5/2017 6:00,23.66,62.52,4.919,0.091,0.085,25793.96061,16819.91701,10066.8693
39925,10/5/2017 6:10,23.59,64.22,4.916,0.095,0.085,25920.0,16771.36929,9389.908815
39926,10/5/2017 6:20,23.45,65.72,4.917,0.084,0.074,26317.02407,16506.22407,9273.191489
39927,10/5/2017 6:30,23.45,66.06,4.917,0.066,0.115,26405.25164,16558.50622,9068.93617
39928,10/5/2017 6:40,23.32,66.06,4.918,0.08,0.115,26304.42013,16554.77178,8981.398176
39929,10/5/2017 6:50,23.29,1778.22,4.917,0.11,0.156,26083.8512,16424.06639,9127.294833
39930,10/5/2017 7:00,23.34,65.59,4.917,0.746,0.708,26556.49891,16588.38174,9232.340426
39931,10/5/2017 7:10,23.35,66.32,4.918,1.959,1.7,27073.26039,16969.29461,9343.221884
39932,10/5/2017 7:20,23.34,67.19,4.916,4.987,4.06,27495.49234,17159.75104,9395.744681
39933,10/5/2017 7:30,23.36,67.36,4.917,20.08,16.02,28245.4267,17809.54357,9459.93921
39934,10/5/2017 7:40,23.45,67.92,4.919,45.64,29.46,28384.07002,17839.41909,9588.328267
39935,10/5/2017 7:50,23.43,68.42,4.916,58.63,38.76,27470.28446,18134.43983,9944.316109
39936,10/5/2017 8:00,23.41,68.82,4.914,58.66,47.05,29323.06346,18302.48963,10037.68997
39937,10/5/2017 8:10,23.39,69.26,4.915,78.4,61.7,29997.37418,18851.45228,10294.46809
39938,10/5/2017 8:20,23.37,69.59,4.916,125.8,92.8,30224.24508,19370.53942,10341.15502
39939,10/5/2017 8:30,23.44,69.72,4.916,251.6,121.3,30778.81838,19699.17012,10510.39514
39940,10/5/2017 8:40,23.66,68.62,4.919,254.1,109.1,31289.2779,19956.84647,10866.38298
39942,10/5/2017 9:00,23.95,66.99,4.917,310.2,125.5,754875.0984,21308.71369,11298.23708
39944,10/5/2017 9:20,24.58,64.69,4.923,341.5,157.6,31887.96499,22302.07469,11636.71733
39945,10/5/2017 9:30,24.71,64.69,4.92,420.4,156.7,32789.14661,22716.59751,11864.31611
39946,10/5/2017 9:40,24.86,63.79,4.923,556.3,189.8,32883.67615,23123.65145,11998.54103
39947,10/5/2017 9:50,25.19,63.05,4.922,549.0,196.4,33236.58643,23441.07884,12132.76596
39948,10/5/2017 10:00,25.4,62.02,4.922,520.2,167.9,33992.82276,23276.76349,11975.19757
39949,10/5/2017 10:10,25.41,60.05,4.918,414.3,150.3,34194.48578,23385.06224,12278.66261
39950,10/5/2017 10:20,25.53,59.69,4.924,515.3,157.4,34667.13348,23400.0,12337.02128
39951,10/5/2017 10:30,25.74,56.05,4.919,298.2,143.5,34862.49453,23624.06639,12138.60182
39953,10/5/2017 10:50,25.81,54.32,4.923,286.1,125.3,35643.93873,23982.57261,12062.73556
39955,10/5/2017 11:10,26.54,51.25,4.925,567.2,173.5,35650.2407,24307.46888,12412.88754
39956,10/5/2017 11:20,26.59,50.12,4.931,468.9,176.4,35908.62144,24606.22407,12663.82979
39957,10/5/2017 11:30,26.58,50.98,4.919,648.0,208.4,36091.37856,24830.29046,12850.57751
39958,10/5/2017 11:40,26.74,50.98,4.924,382.4,191.8,36337.15536,25028.21577,12990.6383
39959,10/5/2017 11:50,26.66,51.58,4.927,222.8,116.3,36494.7046,24890.04149,13101.51976
39961,10/5/2017 12:10,26.89,49.28,4.932,312.6,122.7,36627.04595,25073.02905,14081.94529
39962,10/5/2017 12:20,26.9,49.28,4.923,284.9,153.3,36828.70897,25095.43568,14111.12462
39963,10/5/2017 12:30,26.96,49.85,4.922,174.3,126.4,36835.01094,25076.76349,13982.73556
39965,10/5/2017 12:50,26.64,50.58,4.924,134.1,6301.3,36671.15974,24867.63485,13906.8693
39966,10/5/2017 13:00,26.99,49.45,4.931,287.3,111.3,36677.46171,24927.38589,13825.16717
39967,10/5/2017 13:10,27.07,48.62,4.923,323.9,8734.800000000001,36608.14004,25058.09129,13603.40426
39968,10/5/2017 13:20,27.36,47.88,4.921,647.2,97.5,36179.60613,25031.95021,13568.38906
39971,10/5/2017 13:50,27.68,45.95,4.926,412.7,98.8,35669.14661,25207.46888,13556.71733
39972,10/5/2017 14:00,27.55,46.45,4.921,490.4,98.0,35801.48796,25229.87552,13597.56839
39973,10/5/2017 14:10,27.88,46.02,4.92,561.5,87.1,35574.61707,25166.39004,13626.74772
39975,10/5/2017 14:30,27.56,46.52,4.938,549.6,103.2,35536.80525,24916.18257,13404.9848
39976,10/5/2017 14:40,27.82,45.75,4.933,469.5,93.2,35417.06783,24643.56846,13404.9848
39977,10/5/2017 14:50,27.7,47.98,4.918,334.8,99.5,35101.96937,24542.73859,13311.61094
39978,10/5/2017 15:00,27.36,49.55,4.926,438.3,116.0,35038.94967,24273.85892,13434.16413
39981,10/5/2017 15:30,26.81,51.75,4.923,222.4,93.8,34200.78775,23978.83817,13253.25228
39982,10/5/2017 15:40,26.88,51.32,4.922,274.5,81.4,33936.10503,23534.43983,13218.23708
39983,10/5/2017 15:50,26.9,51.52,4.924,343.6,70.5,33822.66958,23489.62656,13177.38602
39986,10/5/2017 16:20,27.12,51.05,4.925,400.3,77.2,33324.814,23093.77593,13218.23708
39987,10/5/2017 16:30,26.93,50.78,4.92,300.4,70.4,33583.19475,23071.36929,13200.72948
39988,10/5/2017 16:40,26.92,51.22,4.925,312.2,63.93,33608.40263,23019.08714,13165.71429
39989,10/5/2017 16:50,26.79,51.85,4.926,311.8,56.64,33753.34792,22918.25726,13154.04255
39991,10/5/2017 17:10,26.7,52.08,4.924,223.2,58.42,33999.12473,22682.98755,13510.0304
39992,10/5/2017 17:20,26.53,53.12,4.924,219.2,60.63,34194.48578,22940.6639,13708.44985
39993,10/5/2017 17:30,26.34,54.18,4.92,176.6,54.28,34679.73742,23246.88797,13936.04863
39995,10/5/2017 17:50,25.85,55.95,4.916,114.2,41.86,36885.4267,24807.88382,16147.84195
39996,10/5/2017 18:00,25.69,56.09,4.927,96.6,36.75,38883.15098,26521.9917,18382.97872
39998,10/5/2017 18:20,25.34,55.89,4.921,50.67,26.09,44170.50328,30002.48963,19655.19757
39999,10/5/2017 18:30,25.1,56.35,4.92,29.69,18.86,44561.22538,30387.13693,19655.19757
40000,10/5/2017 18:40,24.92,56.02,4.923,11.58,790.87,44472.99781,30271.36929,19684.3769
40001,10/5/2017 18:50,24.83,54.62,4.927,4.917,4.182,44680.9628,30245.22822,19806.93009
40002,10/5/2017 19:00,24.66,55.09,4.919,1.111,1.015,44857.41794,30312.44813,19964.49848
40003,10/5/2017 19:10,24.51,55.25,4.924,0.227,0.204,45159.91247,30585.06224,20116.231
40004,10/5/2017 19:20,24.43,54.95,491.919,0.084,0.1,45103.19475,30723.23651,20192.09726
40005,10/5/2017 19:30,24.33,56.89,4.922,0.106,0.078,44743.98249,30383.40249,20028.69301
40006,10/5/2017 19:40,24.14,58.32,4.924,0.08,0.119,44630.54705,30185.47718,19836.10942
40008,10/5/2017 20:00,23.89,59.62,4.916,0.102,0.067,44762.8884,30133.19502,20087.05167
40009,10/5/2017 20:10,23.74,60.35,4.916,0.11,0.096,44599.0372,30028.63071,20209.60486
40010,10/5/2017 20:20,23.61,60.82,4.922,0.088,0.1,44498.20569,29744.81328,19882.79635
40012,10/5/2017 20:40,23.39,61.65,4.922,0.095,0.107,43754.5733,29266.80498,19532.64438
40013,10/5/2017 20:50,23.29,62.32,4.924,0.066,0.085,43130.67834,29132.36515,19369.24012
40014,10/5/2017 21:00,23.13,62.85,4.917,0.095,0.104,42771.46608,28654.35685,19246.68693
40015,10/5/2017 21:10,23.05,63.75,4.921,0.095,0.078,41971.11597,28392.94606,18534.71125
40016,10/5/2017 21:20,22.97,64.19,4.926,0.088,0.107,41082.53829,27194.19087,18102.85714
40017,10/5/2017 21:30,22.81,64.72,4.924,0.11,0.059,41013.21663,26884.23237,17805.22796
40019,10/5/2017 21:50,22.58,65.82,4.925,0.084,0.13,39355.79869,26006.639,18056.17021
40020,10/5/2017 22:00,22.42,66.52,4.917,0.077,0.1,38391.59737,25483.81743,17840.24316
40021,10/5/2017 22:10,22.41,66.59,4.921,0.095,0.122,37414.79212,24904.97925,17729.3617
40022,10/5/2017 22:20,22.26,66.89,4.922,0.088,0.141,36450.59081,24300.0,17198.29787
40023,10/5/2017 22:30,22.12,67.42,4.917,0.062,0.13,35385.55799,23780.91286,16731.42857
40024,10/5/2017 22:40,22.04,67.62,4.921,0.084,0.104,34566.30197,23071.36929,16433.79939
40025,10/5/2017 22:50,21.92,67.62,4.923,0.102,0.1,33910.89716,22877.17842,16153.67781
40026,10/5/2017 23:00,21.79,67.89,4.92,0.077,0.093,32952.99781,22548.54772,16007.78116
40027,10/5/2017 23:10,21.83,67.66,4.919,0.077,0.1,32102.23195,22100.41494,15756.83891
40028,10/5/2017 23:20,21.74,68.22,4.92,0.084,0.1,31440.52516,21585.06224,15482.55319
40029,10/5/2017 23:30,21.69,68.59,4.919,0.08,266.111,31005.68928,21163.07054,15161.58055
40030,10/5/2017 23:40,21.6,68.12,4.923,0.073,0.104,30369.19037,20909.12863,14963.16109
40031,10/5/2017 23:50,21.67,66.42,4.923,220.08,0.13,29600.35011,20337.75934,14683.03951
40033,10/6/2017 0:10,21.51,65.29,4.918,0.11,0.085,28749.58425,19437.75934,14344.55927
40035,10/6/2017 0:30,21.18,67.16,4.918,0.069,0.152,27905.12035,19153.94191,14105.28875
40036,10/6/2017 0:40,21.15,67.32,4.922,0.091,0.104,27407.26477,18829.04564,13813.49544
40037,10/6/2017 0:50,21.12,67.09,4.92,0.077,0.111,27144.71116,18418.25726,13597.56839
40039,10/6/2017 1:10,20.91,67.82,4.918,0.058,0.167,26745.55799,18003.73444,13457.5076
40041,10/6/2017 1:30,20.55,69.16,4.917,0.062,0.126,25913.69803,17742.32365,13107.35562
40042,10/6/2017 1:40,20.43,69.76,4.92,0.095,0.126,25510.37199,17731.12033,12932.27964
40043,10/6/2017 1:50,20.37,69.96,4.92,0.08,0.111,25623.80744,17335.26971,12792.21884
40045,10/6/2017 2:10,20.33,70.1,4.919,0.055,0.148,25352.82276,17342.73859,12838.90578
40046,10/6/2017 2:20,20.4,69.76,4.917,0.069,0.13,25504.07002,17495.85062,12879.75684
40047,10/6/2017 2:30,20.34,69.62,4.92,0.124,0.074,25264.59519,17253.11203,12763.03951
40048,10/6/2017 2:40,20.38,69.56,4.921,0.062,0.122,25056.6302,17264.31535,12728.02432
40050,10/6/2017 3:00,20.33,69.79,4.918,0.062,0.13,24861.26915,16980.49793,12628.81459
40051,10/6/2017 3:10,20.19,69.79,4.919,0.091,0.115,24659.60613,17055.18672,12704.68085
40052,10/6/2017 3:20,19.97,70.2,4.918,0.058,0.126,24684.814,16995.43568,12669.66565
40054,10/6/2017 3:40,19.9,70.7,4.919,0.069,0.141,24917.98687,16868.46473,12593.79939
40055,10/6/2017 3:50,19.83,71.3,4.921,0.066,0.1,24861.26915,16722.82158,12062.73556
40056,10/6/2017 4:00,993.87,71.5,4.918,819.088,0.133,25075.53611,16887.13693,12144.43769
40057,10/6/2017 4:10,19.95,71.4,4.918,0.069,0.111,25214.17943,16748.96266,10837.20365
40058,10/6/2017 4:20,19.95,71.2,4.92,0.073,0.13,25182.66958,16909.54357,10679.63526
40059,10/6/2017 4:30,20.11,71.0,4.919,0.084,0.104,25378.03063,17032.78008,11309.90881
40060,10/6/2017 4:40,20.21,70.4,4.921,0.073,0.104,25875.88621,17029.04564,11426.62614
40061,10/6/2017 4:50,20.17,69.86,4.915,0.08,0.115,26714.04814,17686.30705,11665.89666
40062,10/6/2017 5:00,20.09,69.72,409.922,0.073,0.1,26632.12254,17932.78008,11525.83587
40064,10/6/2017 5:20,19.71,70.9,4.916,0.069,0.115,26474.5733,18067.21992,11239.87842
40065,10/6/2017 5:30,19.57,71.3,4.916,0.055,0.1,26430.45952,18067.21992,11047.29483
40066,10/6/2017 5:40,19.53,71.1,4.916,0.073,0.104,26083.8512,17746.05809,10702.97872
40067,10/6/2017 5:50,19.57,71.1,4.916,0.048,0.104,25264.59519,17648.96266,10282.79635
40068,10/6/2017 6:00,19.57,71.1,4.916,0.058,0.141,25170.06565,17802.07469,9716.717325
40069,10/6/2017 6:10,19.8,71.0,4.916,0.066,0.1,25447.3523,17712.44813,9121.458967
40070,10/6/2017 6:20,19.78,70.4,4.916,0.084,0.13,25485.16411,17465.9751,9109.787234
40071,10/6/2017 6:30,19.74,70.4,4.918,0.077,0.133,25050.32823,17290.45643,9384.072948
40073,10/6/2017 6:50,19.72,70.6,4.916,0.11,0.096,24691.11597,17133.60996,8981.398176
40074,10/6/2017 7:00,19.43,70.6,4.921,0.461,0.437,25321.31291,17607.88382,9133.130699
40075,10/6/2017 7:10,19.46,70.9,4.917,5.678,4.909,26884.20131,17055.18672,9255.683891
40076,10/6/2017 7:20,19.36,70.6,4.92,16.5,13.26,26896.80525,18313.69295,9459.93921
40077,10/6/2017 7:30,19.05,71.3,4.918,29.48,20.09,26745.55799,18511.61826,9500.790274
40078,10/6/2017 7:40,19.04,71.6,4.916,62.92,30.0,26947.22101,18664.73029,9594.164134
40080,10/6/2017 8:00,18.98,71.4,4.917,124.1,62.3,29297.85558,18253.94191,9991.00304
40081,10/6/2017 8:10,18.85,71.7,4.916,106.6,67.58,29726.3895,18862.6556,10259.45289
40083,10/6/2017 8:30,19.32,70.8,4.917,100.7,380.1,30640.17505,19493.77593,10580.42553
40087,10/6/2017 9:10,20.1,68.29,4.919,223.2,132.4,32568.57768,20304.14938,10837.20365
40088,10/6/2017 9:20,20.38,67.46,4.922,184.5,114.5,32826.95842,20726.14108,11088.1459
40089,10/6/2017 9:30,20.68,66.66,4.919,353.1,99.0,33173.56674,20894.19087,11549.17933
40090,10/6/2017 9:40,21.09,65.52,4.923,281.8,75.4,33709.23414,21383.40249,11747.59878
40092,10/6/2017 10:00,21.64,63.99,4.919,291.5,64.93,34459.16849,21641.07884,11905.16717
40093,10/6/2017 10:10,21.86,61.82,4.919,269.2,74.7,34906.60832,22268.46473,469763.89044
40094,10/6/2017 10:20,22.12,60.59,4.922,331.6,96.9,35562.01313,22593.361,12173.61702
40095,10/6/2017 10:30,22.56,59.62,4.921,495.9,162.5,35908.62144,22604.56432,12337.02128
40096,10/6/2017 10:40,22.79,56.69,4.92,341.5,224.6,36085.07659,22649.37759,12570.45593
40097,10/6/2017 10:50,22.91,55.42,4.919,275.1,222.0,36699.62582,22570.95436,12599.63526
40098,10/6/2017 11:00,23.0,53.75,4.927,256.5,209.8,36141.79431,22888.38174,12757.20365
40099,10/6/2017 11:10,23.1,52.82,4.925,272.5,226.9,36494.7046,23414.93776,12967.29483
40100,10/6/2017 11:20,23.26,52.22,4.925,300.5,244.6,37232.03501,23788.38174,13078.17629
40101,10/6/2017 11:30,23.41,52.15,4.921,272.5,226.8,37566.03939,23866.80498,13008.1459
40102,10/6/2017 11:40,23.5,51.65,4.925,277.6,222.7,37855.92998,24090.87137,13200.72948
40103,10/6/2017 11:50,23.59,52.05,4.925,341.8,255.9,37906.34573,23754.77178,13410.82067
